ID,Title,Link,City and Country,Location,Segment,Image Src,Latitude,Longitude
219,"Leipzig, SN – Museum Runde Ecke",http://en.the-wall-net.org/leipzig-museum-runde-ecke/,"Leipzig, SN – Museum Runde Ecke",Location: in front of the Museum in der Runden Ecke,1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/10/D108_1.jpg,,
220,"Leipzig-Stötteritz, SN",http://en.the-wall-net.org/leipzig-stotteritz/,"Leipzig-Stötteritz, SN",Location: square at Holzhäuserstraße,2 segments,http://en.the-wall-net.org/wp-content/uploads/2015/10/D110_1.jpg,51.3237401,12.4107603
221,Leipzig/Washington,http://en.the-wall-net.org/leipzigwashington/,Leipzig/Washington,"Location: Leipzig, temporarilynew site:U.S. Diplomacy Center, Washington, DCviaGerman Embassy, Washington, DC",1 Segment,http://en.the-wall-net.org/wp-content/uploads/2014/11/D066_TEMPORARY1.jpg,47.50012,-120.50147
222,"Leonberg, BW",http://en.the-wall-net.org/leonberg/,"Leonberg, BW",Location: in the city park,1 segment,http://en.the-wall-net.org/wp-content/uploads/2014/10/D047_B.jpg,48.8012983,9.0150026
223,"Lille, F",http://en.the-wall-net.org/lille-f/,"Lille, F",Location: Domaine du Luchin,1 segment,http://en.the-wall-net.org/wp-content/uploads/2016/10/EU102.jpg,50.6365654,3.0635282
224,"Lismore, IRL",http://en.the-wall-net.org/waterford-lismore-castle/,"Lismore, IRL",Location: Lismore Castle Gardens,2 segments,http://en.the-wall-net.org/wp-content/uploads/2015/04/EU078.jpg,,
225,"London, GB – Ripley’s",http://en.the-wall-net.org/london-uk-ripleys/,"London, GB – Ripley’s",Location:Ripley’s Believe It Or Not!,several parts of the Hinterlandmauer,http://en.the-wall-net.org/wp-content/uploads/2015/02/EU070.jpg,51.4897366,0.1445857
226,"London, GB – Imperial War Museum",http://en.the-wall-net.org/london-gb-2/,"London, GB – Imperial War Museum","Location: Imperial War Museum, Lambeth Road",1 segment,http://en.the-wall-net.org/wp-content/uploads/2014/08/EU051.jpg,51.4957509,-0.1086038
227,"London, GB – Migration Museum",http://en.the-wall-net.org/london-gb-migration-museum/,"London, GB – Migration Museum",Location: Migration Museum at Lewisham Shopping Center2 segments,"On the occasion of the 30th anniversary of the Fall of the Wall, theInternational War Museumin London set up two more Berlin Wall segments and had them designed by two renown artists:STIKfrom Great Britain andThierry Noirfrom Germany.",http://en.the-wall-net.org/wp-content/uploads/2020/06/EU122.jpg,,
228,"London, GB – National Army Museum",http://en.the-wall-net.org/london-uk/,"London, GB – National Army Museum",Location: National Army Museum,3 segments of the Hinterlandmauer,http://en.the-wall-net.org/wp-content/uploads/2014/10/EU020.jpg,51.4862582,-0.1602867
229,"Los Angeles, CA – Bel Air (private property)",http://en.the-wall-net.org/los-angeles-ca-bel-air-private-property/,"Los Angeles, CA – Bel Air (private property)",Location: private property,1 segment,http://en.the-wall-net.org/wp-content/uploads/2020/02/US120_HK.jpg,39.53594,-76.34829
230,"Los Angeles, CA – Hollywood Hills",http://en.the-wall-net.org/los-angeles-ca-hollywood-hills/,"Los Angeles, CA – Hollywood Hills",Location: private property,1 segment,http://en.the-wall-net.org/wp-content/uploads/2017/01/US101.jpg,34.1216903,-118.3465777
231,"Los Angeles, CA – LMU",http://en.the-wall-net.org/los-angeles-lmu-ca/,"Los Angeles, CA – LMU",Location: Loyola Marymount University,"1 segment from Waldemarstraße, Kreuzberg",http://en.the-wall-net.org/wp-content/uploads/2014/09/US004.jpg,33.9725527,-118.4181452
232,"Los Angeles, CA – Wilshire Blvd.",http://en.the-wall-net.org/los-angeles-wilblvd-ca/,"Los Angeles, CA – Wilshire Blvd.",Location: Los Angeles County Museum of Art,10 segments,http://en.the-wall-net.org/wp-content/uploads/2015/12/US040_7.jpg,34.0501521,-118.2603768
233,"Loveland, CO",http://en.the-wall-net.org/loveland-co/,"Loveland, CO","Location: Hach Company, private property",1 segment,http://en.the-wall-net.org/wp-content/uploads/2018/08/US118.jpg,40.3977612,-105.07498
234,"Ludwigshafen, RP",http://en.the-wall-net.org/ludwigshafen/,"Ludwigshafen, RP","Location: residence of former chancellor Helmut Kohl, private property",1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/05/D063_1.jpg,49.4704113,8.4381568
235,"Luebeck, SH – shopping center",http://en.the-wall-net.org/lubeck/,"Luebeck, SH – shopping center",Location: in front CITTI Park shopping mall in Luebeck,1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/11/Deutschland.jpg,7.25,2.16667
236,"Luebeck, SH – Willy-Brandt-Haus",http://en.the-wall-net.org/luebeck-sh-willy-brandt-haus/,"Luebeck, SH – Willy-Brandt-Haus",Location: Willy-Brandt-Haus,1 segment,http://en.the-wall-net.org/wp-content/uploads/2016/04/D139B.jpg,53.8697428,10.6895494
237,"Luebeck-Schlutup, SH",http://en.the-wall-net.org/luebeck-schlutup/,"Luebeck-Schlutup, SH",Location: Grenzdokumentations-Stätte,1 segment,http://en.the-wall-net.org/wp-content/uploads/2017/12/D156_B.jpg,53.8858398,10.7954353
238,"Luedinghausen, NRW",http://en.the-wall-net.org/luedinghausen/,"Luedinghausen, NRW","Location: in front of the police station, Seppenrader Straße",2 segments + 1 creative wall,http://en.the-wall-net.org/wp-content/uploads/2020/11/D187_0.jpg,51.7717757,7.444639
239,"Luenen, NRW",http://en.the-wall-net.org/luenen-nrw/,"Luenen, NRW",Location: Westermanns Luenen,3 segments,http://en.the-wall-net.org/wp-content/uploads/2021/03/D186_5.jpg,51.6142482,7.5228088
240,"Lunenburg, CDN",http://en.the-wall-net.org/lunenburg/,"Lunenburg, CDN","Location: Falkland Street, next to the historic Lunenburg Foundry",1 segment,http://en.the-wall-net.org/wp-content/uploads/2014/10/CDN002_B.jpg,34.24654,-80.60702
241,"Madrid, E – Museo de Aeronáutica y Astronáutica",http://en.the-wall-net.org/madrid-e-museo-de-aeronautica-y-astronautica/,"Madrid, E – Museo de Aeronáutica y Astronáutica",Location:Museo de Aeronáutica y Astronáutica,1 segment,http://en.the-wall-net.org/wp-content/uploads/2019/03/EU121B.jpg,,
242,"Madrid, E – Parque de Berlin",http://en.the-wall-net.org/madrid-e/,"Madrid, E – Parque de Berlin",Location: Parque de Berlin,3 segments,http://en.the-wall-net.org/wp-content/uploads/2014/10/EU036_4.jpg,40.448,-3.67264
243,"Magdeburg, ST",http://en.the-wall-net.org/magdeburg/,"Magdeburg, ST",Location: close to the cathedral,1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/11/D068_1.jpg,52.1315889,11.6399609
244,"Mainz, RP",http://en.the-wall-net.org/mainz/,"Mainz, RP",Location: Theodor-Heuss bridge,1 segment,http://en.the-wall-net.org/wp-content/uploads/2016/12/D007B.jpg,50.0012314,8.2762513
245,"Malibu, CA",http://en.the-wall-net.org/malibu-ca/,"Malibu, CA",Location: Rosenthal vineyard,2 segments,http://en.the-wall-net.org/wp-content/uploads/2014/11/US091.jpg,34.035591,-118.689423
246,"Manila, RP",http://en.the-wall-net.org/manila-rp/,"Manila, RP",Location: National Museum of the Philippines (temp. from 2015),1 segment from Potsdamer Platz,http://en.the-wall-net.org/wp-content/uploads/2015/10/AS019_7.jpg,51.9425854,15.5091129
247,"Marienborn, ST",http://en.the-wall-net.org/marienborn-st/,"Marienborn, ST",Location: Gedenkstätte Deutsche Teilung Marienborn,1 segment,http://en.the-wall-net.org/wp-content/uploads/2017/12/D172.jpg,52.2,11.1167
248,"Marseille, F",http://en.the-wall-net.org/marseille-f/,"Marseille, F","Location: MuCEM, Musée de civilisations de l’Europe et de la Méditerranée (Museum for Europe and the Mediterranean)",1 segment from Potsdamer Platz,http://en.the-wall-net.org/wp-content/uploads/2015/01/EU069.jpg,43.2961743,5.3699525
249,"Marwitz, BB",http://en.the-wall-net.org/marwitz-bb/,"Marwitz, BB","Location: private property, Historische Bauelemente",2 segments from Pankow,http://en.the-wall-net.org/wp-content/uploads/2018/06/D184B.jpg,52.6635343,13.1770906
250,"McMinnville, OR",http://en.the-wall-net.org/mcminnville-or/,"McMinnville, OR",Location: Evergreen Aviation & Space Museum,Parts of the Hinterlandmauer,http://en.the-wall-net.org/wp-content/uploads/2015/02/US095.jpg,45.2100367,-123.194463
251,"Memphis, TN",http://en.the-wall-net.org/memphis-tn/,"Memphis, TN",Location:Memphis Zoo – Ripley’s Believe It Or Not!,several parts of the Hinterlandmauer,http://en.the-wall-net.org/wp-content/uploads/2018/03/US114B.jpg,35.1460249,-90.0517638
252,"Menden, NW",http://en.the-wall-net.org/menden-nw/,"Menden, NW",Location: company premises,1 segment from Bernauer Straße,http://en.the-wall-net.org/wp-content/uploads/2015/11/D121.jpg,51.43779,7.7953822
253,"Merone, I",http://en.the-wall-net.org/merone-i/,"Merone, I",Location: Holcim premises1 segment,"Like many other companies since the 1990s, theCementeria di Merone,located just north of Milan, was absorbed into a global building materials group. However, the acquisition of a Berlin Wall segment that stubbornly resisted change can be traced back to the managing director at the time.",http://en.the-wall-net.org/wp-content/uploads/2014/10/EU023.jpg,45.7878508,9.2464576
254,"Mexico-City, MEX – Museo de Historia Moderna",http://en.the-wall-net.org/mexico-city-mex-museo-de-historia-moderna/,"Mexico-City, MEX – Museo de Historia Moderna",Location: Museo de Historia Moderna (moved to:Museo Memoria y Tolerancia),1 segment,http://en.the-wall-net.org/wp-content/uploads/2018/08/S011relocated.jpg,,
255,"Mexico-City, MEX – Lomas Verdes",http://en.the-wall-net.org/mexico-city-mex-2/,"Mexico-City, MEX – Lomas Verdes",Location: Colegio Aleman Alexander von Humboldt in Lomas Verdes,1 segment from Waldemarstraße in Kreuzberg,http://en.the-wall-net.org/wp-content/uploads/2018/03/S003B.jpg,19.50446,-96.88899
256,"Mexico-City, MEX – MuseoMyT",http://en.the-wall-net.org/mexico-city-mex-museomyt/,"Mexico-City, MEX – MuseoMyT",Location: Museo Memoria y Tolerancia,1 segment (previous:Museo de Historia Moderna),http://en.the-wall-net.org/wp-content/uploads/2018/08/S013_1.jpg,,
257,"Mexico-City, MEX – Xochimilco",http://en.the-wall-net.org/mexico-city-mex/,"Mexico-City, MEX – Xochimilco",Location: German school in Xochimilco,"1 segment from Waldemarstraße, Kreuzberg",http://en.the-wall-net.org/wp-content/uploads/2014/09/Mexico.jpg,19.3871621,-99.0219738
258,"Miami, FL – Miami Dade College",http://en.the-wall-net.org/miami-miami-dade-college/,"Miami, FL – Miami Dade College","Location: Downtown Miami, Miami Dade College",1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/04/US097.jpg,25.780295,-80.18971
259,"Miami, FL – Miami Ironside",http://en.the-wall-net.org/miami-fl-miami-ironside/,"Miami, FL – Miami Ironside",Location: Miami Ironside (on the courtyard and on aparking lot),6 segments,http://en.the-wall-net.org/wp-content/uploads/2016/01/US105.jpg,25.8451977,-80.1882133
260,"Miami, FL – Temple House",http://en.the-wall-net.org/miami-beach-fl/,"Miami, FL – Temple House","Location: Art Basel Miami Beach 2013, temporarily",4 segments,http://en.the-wall-net.org/wp-content/uploads/2014/08/US064_TEMPORARY1.jpg,34.64673,-103.90441
261,"Miyako-jima, J",http://en.the-wall-net.org/miyako-jima-j/,"Miyako-jima, J",Location: Museum of Ueno,2 segments,http://en.the-wall-net.org/wp-content/uploads/2015/03/AS008_1B.jpg,24.8054647,125.2811296
262,"Modena, I",http://en.the-wall-net.org/modena-i/,"Modena, I",Location: Galleria Europa,1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/04/EU076B.jpg,44.1032377,5.1241572
263,"Moji Mirim, BR",http://en.the-wall-net.org/moji-mirim-br/,"Moji Mirim, BR",Location: in front of theCultural Center Professor Lauro Monteiro de Carvalho e Silva1 segment from Bornholmer Straße,"In July 2016, a Berlin Wall segment was set up accompanied by an explanatory exhibition about 180 kilometers north of Sao Paulo. The resident Music SchoolLyra Mojimirianaopened its Winter Festival with this exhibition.",http://en.the-wall-net.org/wp-content/uploads/2016/07/S010_0.jpg,-22.433123,-46.958246
264,"Monaco, MC",http://en.the-wall-net.org/monaco-mc/,"Monaco, MC",Location: Monaco station – Monte Carlo,1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/09/EU027.jpg,43.7311424,7.4197576
265,"Mönchengladbach, NW",http://en.the-wall-net.org/monchengladbach/,"Mönchengladbach, NW","Location: Rheindahlen, Joint Headquarters of British Forces and NATO (closed location)",1 segment,http://en.the-wall-net.org/wp-content/uploads/2014/11/D27_EU135.png,51.1947131,6.4353792
266,"Mönchengladbach, NW",http://en.the-wall-net.org/monchengladbach-nw/,"Mönchengladbach, NW","Location: Nellen & Quack, premises",2 segments,http://en.the-wall-net.org/wp-content/uploads/2018/04/D180B.jpg,51.1947131,6.4353792
267,"Mons, B",http://en.the-wall-net.org/mons-b/,"Mons, B","Location: Supreme Headquarters Allied Powers Europe (SHAPE), Casteau near Mons",1 segment,http://en.the-wall-net.org/wp-content/uploads/2014/10/EU003.jpg,50.1385205,-122.9529908
268,"Montreal, CDN",http://en.the-wall-net.org/montreal-cdn/,"Montreal, CDN","Location:Centre de commerce mondial, World Trade Center",1 segment,http://en.the-wall-net.org/wp-content/uploads/2014/11/CDN005_8.jpg,45.4962897,-73.620088
269,"Moscow, RUS – artists house",http://en.the-wall-net.org/moscow-rus-2/,"Moscow, RUS – artists house",Location: in front of Central House of Artists (missing since 1991),1 segment,http://en.the-wall-net.org/wp-content/uploads/2014/10/Russland_m.jpg,34.64673,-103.90441
270,"Moscow, RUS – Deutsche Schule",http://en.the-wall-net.org/moscow-rus-deutsche-schule/,"Moscow, RUS – Deutsche Schule","Location: Prospekt Wernadskowo, Deutsche Schule",1 segment from Potsdamer Platz,http://en.the-wall-net.org/wp-content/uploads/2018/03/EU117.jpg,,
271,"Moscow, RUS – Sakharov Center",http://en.the-wall-net.org/moscow-rus/,"Moscow, RUS – Sakharov Center",Location: in front of Sakharov Center,1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/03/EU062B.jpg,7.25,2.16667
272,"Mountain View, CA",http://en.the-wall-net.org/mountain-view-ca/,"Mountain View, CA",Location: Bayside Business Plaza,2 segments,http://en.the-wall-net.org/wp-content/uploads/2014/10/US063_B.jpg,37.3893889,-122.0832101
273,"Much, NW – private property",http://en.the-wall-net.org/much/,"Much, NW – private property","Location: in front of a doctor’s surgery, private property",1 segment,http://en.the-wall-net.org/wp-content/uploads/2016/04/D059B.jpg,,
274,"Much, NW – private property",http://en.the-wall-net.org/much-2/,"Much, NW – private property",Location: private property,1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/11/Deutschland.jpg,,
275,"Muelheim a.d. Ruhr, NW",http://en.the-wall-net.org/mulheim-a-d-ruhr/,"Muelheim a.d. Ruhr, NW",Location: MueGa Park,2 segments,http://en.the-wall-net.org/wp-content/uploads/2015/08/D102_2.jpg,51.4272925,6.8829192
276,"Muenster, NW – Hiltrup",http://en.the-wall-net.org/munster-2/,"Muenster, NW – Hiltrup","Location: Muenster-Hiltrup, German Police Acadamy’s area",2 segments from Kreuzberg,http://en.the-wall-net.org/wp-content/uploads/2015/11/Deutschland.jpg,51.9042377,7.6546494
277,"Muenster, NW – Nienberge",http://en.the-wall-net.org/munster/,"Muenster, NW – Nienberge","Location: Münster-Nienberge, exact position unknown",1 segment from the border sector in Wedding,http://en.the-wall-net.org/wp-content/uploads/2015/11/Deutschland.jpg,51.9851724,7.5503749
278,"Muglhof/Weiden, BY",http://en.the-wall-net.org/muglhofweiden/,"Muglhof/Weiden, BY",Location: private property,1 segment,http://en.the-wall-net.org/wp-content/uploads/2016/06/D146.jpg,49.6545532,12.2290076
279,"Munich, BY – Bundeswehr",http://en.the-wall-net.org/munich-by-bundeswehr/,"Munich, BY – Bundeswehr",Location: Ernst-von-Bergmann Barracks,1 segment,http://en.the-wall-net.org/wp-content/uploads/2016/06/D148B.jpg,48.1645331,11.5439763
280,"Munich, BY – Allianz Headquarter",http://en.the-wall-net.org/muenchen-d-2/,"Munich, BY – Allianz Headquarter","Location: private garden of Allianz SE, Headquarters, Koeniginstraße at the English Garden",2 segments,http://en.the-wall-net.org/wp-content/uploads/2014/08/D020.jpg,,
281,"Munich, BY – American Consulate",http://en.the-wall-net.org/muenchen-d/,"Munich, BY – American Consulate","Location: in front of the American Consulate, Koeniginstraße",1 segment,http://en.the-wall-net.org/wp-content/uploads/2014/10/D019.jpg,,
282,"Munster, NI",http://en.the-wall-net.org/munster-ni/,"Munster, NI",Location: Bundeswehr-Dienstleistungszentrum,1 Segment,http://en.the-wall-net.org/wp-content/uploads/2016/01/D126.jpg,52.9877613,10.0859882
283,"Neckargemuend, BW",http://en.the-wall-net.org/neckargemuend-bw/,"Neckargemuend, BW",Location: Menzer Park,1 segment,http://en.the-wall-net.org/wp-content/uploads/2017/07/D165B.jpg,49.3954054,8.7965893
284,"Nemacolin, PA",http://en.the-wall-net.org/nemacolin-pa/,"Nemacolin, PA",Location: Nemacolin Woodlands Resort,1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/06/US058B.jpg,39.8784095,-79.9247754
285,"Neubeckum, NW",http://en.the-wall-net.org/neubeckum-nw/,"Neubeckum, NW",Location: Eternit plant,4 segments,http://en.the-wall-net.org/wp-content/uploads/2015/11/Deutschland.jpg,51.7989322,8.0252277
286,"Neuenstein, BW",http://en.the-wall-net.org/neuenstein-bw/,"Neuenstein, BW",Location: company site2 segments,"In Neuenstein, between Stuttgart and Würzburg, two segments of the Berlin Wall are a reminder of German-German history. The segments were erected by theFKN Group, a company that specializes in façade construction.",http://en.the-wall-net.org/wp-content/uploads/2024/01/D210.jpg,49.2047713,9.5803049
287,"Neumarkt (Oberpfalz), BY",http://en.the-wall-net.org/neumarkt-oberpfalz-by/,"Neumarkt (Oberpfalz), BY",Location: main entrance Berufsschule,1 segment,http://en.the-wall-net.org/wp-content/uploads/2017/07/D162B.jpg,49.2733225,11.4566709
288,"Neustadt a.d. Weinstraße, RP",http://en.the-wall-net.org/neustadt-a-d-weinstrase-rp/,"Neustadt a.d. Weinstraße, RP",Location: Globus customer car park1 segment,A segment of the Berlin Wall has stood in the customer car park of a supermarket since the early 1990s. Globus Holding GmbH & Co KG writes about this in a press release:,http://en.the-wall-net.org/wp-content/uploads/2024/02/D213.png,49.3539802,8.1350021
289,"New Providence, BS",http://en.the-wall-net.org/nassau-bs/,"New Providence, BS",Location: private property in Lyford Clay (Nygård Cay)1 segment from Potsdamer Platz,"Auctioned inMonte Carloin 1990, a segment of the Berlin Wall found a new home on the island of New Providence in the Bahamas.",http://en.the-wall-net.org/wp-content/uploads/2014/09/S005_1.jpg,25.0302511,-77.3960341
290,"New York City, NY – Battery Park",http://en.the-wall-net.org/new-york-city-ny-2/,"New York City, NY – Battery Park","Location: Battery Park, Manhattan",2 segments from Potsdamer Platz,http://en.the-wall-net.org/wp-content/uploads/2014/08/US053.jpg,40.702786,-74.0157731
291,"New York City, NY – Madison Av.",http://en.the-wall-net.org/new-york-city-ny/,"New York City, NY – Madison Av.","Location: 523 Madison Avenue, Jerry Speyer Building","5 segments from Waldemarstraße, Kreuzberg",http://en.the-wall-net.org/wp-content/uploads/2015/02/US015_11.jpg,40.7609986,-73.9733102
292,"New York City, NY – MoMA",http://en.the-wall-net.org/new-york-city-ny-4/,"New York City, NY – MoMA",Location: Museum of Modern Art,numerous segments from Waldemarstraße,http://en.the-wall-net.org/wp-content/uploads/2014/10/NewYork.jpg,40.7616124,-73.9774992
293,"New York City, NY – Ripley’s",http://en.the-wall-net.org/new-york-city-ny-3/,"New York City, NY – Ripley’s","Location:Ripley’s Believe It Or Not!,Times Square",Several elements of the Hinterlandmauer,http://en.the-wall-net.org/wp-content/uploads/2014/08/US079.jpg,40.756466,-73.9885078
294,"New York City, NY – UN Building",http://en.the-wall-net.org/new-york-city-ny-6/,"New York City, NY – UN Building",Location: besides the UN building,3 segments from Leipziger Platz,http://en.the-wall-net.org/wp-content/uploads/2015/01/US014_1.jpg,,
295,"New York City, NY – USS Intrepid",http://en.the-wall-net.org/new-york-city-ny-5/,"New York City, NY – USS Intrepid","Location: USS Intrepid Sea, Air & Space Museum",2 segments from Waldemarstraße (missing),http://en.the-wall-net.org/wp-content/uploads/2014/10/US013_B-1.jpg,40.7647334,-74.0008398
296,"Newport News, VA",http://en.the-wall-net.org/newport-news-va/,"Newport News, VA",Location: Virginia War Museum,Parts of the Hinterlandmauer,http://en.the-wall-net.org/wp-content/uploads/2014/10/Newport.jpg,37.0914429,-76.5213892
297,"Niagara Falls, CDN",http://en.the-wall-net.org/niagara-falls-cdn/,"Niagara Falls, CDN",Location:Ripley’s Believe It Or Not!,several parts of the Hinterlandmauer,http://en.the-wall-net.org/wp-content/uploads/2017/04/CDN009B.jpg,34.24654,-80.60702
298,"Niederlauer, BY",http://en.the-wall-net.org/niederlauer-by/,"Niederlauer, BY",Location: Niederlauer,4 segments,http://en.the-wall-net.org/wp-content/uploads/2015/11/D119.jpg,50.2961088,10.1789891
299,"Nienburg/Weser, NI",http://en.the-wall-net.org/nienburgweser-ni/,"Nienburg/Weser, NI",Location: Berliner Ring,2 segments,http://en.the-wall-net.org/wp-content/uploads/2016/02/D128.jpg,52.6487602,9.2578105
300,"Nienburg/Weser, NI – Bundeswehr",http://en.the-wall-net.org/nienburgweser-ni-bundeswehr/,"Nienburg/Weser, NI – Bundeswehr",Location: Clausewitz Barracks,2 segments,http://en.the-wall-net.org/wp-content/uploads/2016/01/D127.jpg,,
301,"Northeim, NI",http://en.the-wall-net.org/northeim/,"Northeim, NI",Location: Urban green space at the Rhumebrücke,1 segment of the border area Berlin Mitte,http://en.the-wall-net.org/wp-content/uploads/2016/07/D100_2.jpg,51.7643823,9.8583289
302,"Nuremberg, BY",http://en.the-wall-net.org/nuremberg/,"Nuremberg, BY","Location: Hallplatz, pedestrian zone",1 segment,http://en.the-wall-net.org/wp-content/uploads/2018/07/IMG_0115b1100.jpg,49.453872,11.077298
303,"O’ahu, HI",http://en.the-wall-net.org/honolulu-hi/,"O’ahu, HI",Location: Hawaii Community College,1 original segment + 2 replicas,http://en.the-wall-net.org/wp-content/uploads/2014/10/US003_1_B.jpg,21.3392955,-158.125741
304,"Oberkirch, BW",http://en.the-wall-net.org/oberkirch/,"Oberkirch, BW",Location: in front of the townhall,2 segments,http://en.the-wall-net.org/wp-content/uploads/2015/07/D048_2.jpg,48.5307122,8.0783998
305,"Oberstdorf, BY",http://en.the-wall-net.org/oberstdorf-d/,"Oberstdorf, BY",Location: Kurpark,1 segment,http://en.the-wall-net.org/wp-content/uploads/2014/10/D034_B.jpg,47.4193767,10.2792549
306,"Oberursel, HE",http://en.the-wall-net.org/oberursel/,"Oberursel, HE","Location: Oberstedten, Apfelpark",1 segment from Potsdamer Platz,http://en.the-wall-net.org/wp-content/uploads/2016/12/D096B.jpg,50.2005518,8.580452
307,"Ocean City, MD",http://en.the-wall-net.org/ocean-city-md/,"Ocean City, MD",Location:Ripley’s Believe It Or Not!,Parts from the Hinterlandmauer,http://en.the-wall-net.org/wp-content/uploads/2015/02/US046.jpg,38.3348728,-75.0847659
308,"Odense, DK",http://en.the-wall-net.org/odense-dk/,"Odense, DK",Location: Gallery Galschiøt,2 fragments of the Hinterlandmauer,http://en.the-wall-net.org/wp-content/uploads/2014/10/Daenemark.jpg,55.3997225,10.3852104
309,"Oelde, NW",http://en.the-wall-net.org/oelde-nw/,"Oelde, NW",Location: premises,2 segments from Potsdamer Platz (preserved and stored),http://en.the-wall-net.org/wp-content/uploads/2016/02/D135B-1.jpg,51.8260823,8.1453352
310,"Offenburg, BW – Burda Medien Park",http://en.the-wall-net.org/offenburg/,"Offenburg, BW – Burda Medien Park",Location: Burda Media Park,1 segment,http://en.the-wall-net.org/wp-content/uploads/2017/07/D088.jpg,39.11251,-100.35875
311,"Offenburg, BW – school centre",http://en.the-wall-net.org/offenburg-bw/,"Offenburg, BW – school centre",Location: school centre northwest,1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/11/Deutschland.jpg,4.75,11.83333
312,"Oldenburg, NI",http://en.the-wall-net.org/oldenburg-ni/,"Oldenburg, NI",Location: Senfmühle Oldenburg2 segments,"Since 2020, two segments of the Berlin Wall have stood as a symbol of freedom of travel at the Oldenburg Senfmühle. They were set up by thetravel entrepreneur Hans Höffmann, who had previously acquired and extensively renovated the mill.",http://en.the-wall-net.org/wp-content/uploads/2022/09/OldenburgerSenfmühle.jpg,53.1389753,8.2146017
313,"Orange, CA",http://en.the-wall-net.org/orange-fl-2/,"Orange, CA","Location: Liberty Plaza, Chapman University",1 segment,http://en.the-wall-net.org/wp-content/uploads/2014/08/US005.jpg,33.750631,-117.8722311
314,"Orlando, FL – Hard Rock Cafe",http://en.the-wall-net.org/orlando-fl/,"Orlando, FL – Hard Rock Cafe","Location:Hard Rock Cafe, Universal Boulevard",1 segment,http://en.the-wall-net.org/wp-content/uploads/2014/09/US036n.jpg,28.4736729,-81.467699
315,"Orlando, FL – Ripley’s",http://en.the-wall-net.org/orlando-fl-2/,"Orlando, FL – Ripley’s",Location:Ripley’s Believe It Or Not!,several parts of the Hinterlandmauer,http://en.the-wall-net.org/wp-content/uploads/2014/10/US082.jpg,28.4462211,-81.4703885
316,"Osaka, J",http://en.the-wall-net.org/osaka-j/,"Osaka, J",Location: Toukokuji Tempel,2 segments,http://en.the-wall-net.org/wp-content/uploads/2014/10/AS006_B.jpg,34.4333542,135.5617578
317,"Ostende, B",http://en.the-wall-net.org/ostende-b/,"Ostende, B",Location: old fishery dock1 segment,"One of the segments of the Berlin Wall that was auctioned off at acharity auction at BRAFA, the famous Brussels art and antiques fair, in early 2021 is now located in a new housing estate in Ostend.The other segments auctioned at BRAFA are located inBrussels(Belgium), Rotterdam (Netherlands) and Dublin (Ireland).",http://en.the-wall-net.org/wp-content/uploads/2024/01/EU144.jpg,51.2276689,2.9220889
318,"Osterode, NI",http://en.the-wall-net.org/osterode/,"Osterode, NI",Location: Berlin Street,1 segment from the sector close to Brandenburg Gate,http://en.the-wall-net.org/wp-content/uploads/2014/11/D078.jpg,51.7170057,10.2729905
319,"Ottawa, CDN",http://en.the-wall-net.org/ottawa/,"Ottawa, CDN",Location: Canadian War Museum,1 segment,http://en.the-wall-net.org/wp-content/uploads/2014/10/CDN004_B.jpg,34.24654,-80.60702
320,"Paris, F – Esplanade du 9 nov.",http://en.the-wall-net.org/paris-f-2/,"Paris, F – Esplanade du 9 nov.",Location: Esplanade du 9 novembre 1989 formerly Porte de Versailles,1 segment,http://en.the-wall-net.org/wp-content/uploads/2014/10/EU013_B.jpg,-12.77611,15.73917
321,"Paris, F – Maison de la Radio",http://en.the-wall-net.org/paris-f-3/,"Paris, F – Maison de la Radio",Location: in front of Maison de la Radio,1 segment from Spandau,http://en.the-wall-net.org/wp-content/uploads/2014/10/EU059_B1.jpg,48.8524793,2.2786707
322,"Paris, F – Place de Coupole",http://en.the-wall-net.org/paris-f/,"Paris, F – Place de Coupole",Location: Place de Coupole,3 segments from Kreuzberg’s Waldemarstraße,http://en.the-wall-net.org/wp-content/uploads/2017/11/EU012.jpg,,
323,"Perleberg, BB",http://en.the-wall-net.org/perleberg/,"Perleberg, BB",Location: Museum of GDR history,3 segments,http://en.the-wall-net.org/wp-content/uploads/2015/11/Deutschland.jpg,53.0762716,11.8627933
324,"Petersdorf, BB",http://en.the-wall-net.org/petersdorf-bb/,"Petersdorf, BB",Location: Landgalerie Mark-Brandenburgmore than 20 segments,,http://en.the-wall-net.org/wp-content/uploads/2021/07/D202b.jpg,52.361034,14.3450197
325,"Pforzheim, BW",http://en.the-wall-net.org/pforzheim/,"Pforzheim, BW",Location: Museum against oblivion,1 segment,http://en.the-wall-net.org/wp-content/uploads/2015/11/Deutschland.jpg,48.8908846,8.7029532
